"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","2","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","62","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Assets/Materials/M_ParticleBase.M_ParticleBase","0","24","24","1","12.877820","0","0"
"/Game/Assets/Materials/M_EmissiveBase.M_EmissiveBase","0","12","12","1","7.528686","0","0"
"/Game/Assets/Materials/M_TextureBase.M_TextureBase","0","12","12","1","7.347990","0","0"
"/Game/ParagonMinions/FX/Materials/Icons/M_Destination_Marker.M_Destination_Marker","0","68","72","2","27.133907","0","0"
"","0","1","0","1","0.000000","111","0"
"/Game/sA_PickupSet_1/Materials/M_sA_Aura.M_sA_Aura","0","80","80","2","83.501862","0","0"
"/Game/sA_PickupSet_1/Materials/M_Ground.M_Ground","0","28","28","1","19.494247","12","12"
"/Game/ParagonMinions/Characters/Minions/Dusk_Minions/Materials/Shared/M_Minion_Dusk_Parent.M_Minion_Dusk_Parent","0","132","144","2","246.894287","132","144"
"/Game/ParagonMinions/Characters/Minions/Down_Minions/Materials/Shared/M_Dawn_Minion_MASTER.M_Dawn_Minion_MASTER","0","132","144","2","157.712524","132","144"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette.M_BaseColorPalette","0","69","72","1","44.088264","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","69","72","1","50.366135","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","0","72","72","1","618.313538","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette_EMS.M_BaseColorPalette_EMS","0","43","45","1","71.095116","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","0","69","72","1","238.639984","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","92","96","1","218.905563","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_AlphaTest.M_AlphaTest","0","46","48","1","45.479687","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_LiquidSplash_SubUV.M_LiquidSplash_SubUV","0","150","150","1","115.092842","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Hotdog_VLerp_DirectionTint.M_Hotdog_VLerp_DirectionTint","0","45","48","1","47.105701","0","0"
"/Game/ParagonMinions/FX/Materials/Smoke/M_Prime_ShadowSmoke.M_Prime_ShadowSmoke","0","45","48","1","53.504726","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_ArrowFlare.M_ArrowFlare","0","24","24","1","10.766079","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Tomahawk_Glow.M_Tomahawk_Glow","0","30","30","1","12.207617","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/M_Energy_Sphere_V02.M_Energy_Sphere_V02","0","30","32","1","11.600280","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Plasma/M_TotemBombSwirls.M_TotemBombSwirls","0","256","256","2","154.239792","0","0"
"/Game/ParagonMinions/FX/Materials/Icons/M_Val17_Heart_Gloss.M_Val17_Heart_Gloss","0","64","68","1","27.012175","0","0"
"/Game/ParagonMinions/Characters/Buff/Buff_Green/Materials/M_Green_Buff_LavaDrip.M_Green_Buff_LavaDrip","0","30","32","1","22.761143","30","32"
"/Game/ParagonMinions/Characters/Buff/Buff_Green/Materials/M_GreenBuff.M_GreenBuff","0","66","72","1","74.444702","66","72"
"/Game/ParagonMinions/FX/Materials/Flares/M_Lensflare_TB_SoftGlow.M_Lensflare_TB_SoftGlow","0","24","24","1","10.421947","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_LiquidSplash_SubUV_Lava.M_LiquidSplash_SubUV_Lava","0","50","50","1","21.242641","0","0"
"/Game/ParagonMinions/FX/Materials/HeatDistort/M_ParticleRefraction_SimpleHeatDistortion_AlphaControl_Fresnel.M_ParticleRefraction_SimpleHeatDistortion_AlphaControl_Fresnel","0","40","40","1","16.047142","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Buff_Red_SmashImpact.M_Buff_Red_SmashImpact","0","30","32","1","12.932046","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Buff_Red_Rock.M_Buff_Red_Rock","0","24","24","1","13.038728","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Buff_Red_DebrisChunks_FakeLit.M_Buff_Red_DebrisChunks_FakeLit","0","84","84","1","55.287930","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/sA_PickupSet_1/Materials/M_Master_RadialBeam.M_Master_RadialBeam","0","24","24","1","14.270018","0","0"
"/Game/sA_PickupSet_1/Materials/M_Master_Fresnel.M_Master_Fresnel","0","24","24","1","22.024048","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","1","0.000000","0","0"
"/Game/sA_PickupSet_1/Materials/M_AdditiveScrollNiagara.M_AdditiveScrollNiagara","0","40","40","1","34.432594","0","0"
"/Game/sA_PickupSet_1/Materials/M_Master_MetalFX.M_Master_MetalFX","0","64","68","1","87.343262","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","36.356037","0","0"
"/Game/ParagonMinions/Characters/Minions/Prime_Helix/Materials/M_Prime_Helix_Visor.M_Prime_Helix_Visor","0","104","113","1","117.643311","104","113"
"/Game/ParagonMinions/Characters/Minions/Prime_Helix/Materials/M_Prime_Helix_Torso_V1.M_Prime_Helix_Torso_V1","0","111","120","1","230.493622","111","120"
"/Game/ParagonMinions/Characters/Minions/Prime_Helix/Materials/M_Prime_Helix_Limbs_02.M_Prime_Helix_Limbs_02","0","111","120","1","194.258102","111","120"
"/Game/ParagonMinions/Characters/Buff/Buff_White/Materials/M_Buff_White.M_Buff_White","0","98","107","1","195.744095","196","214"
"/Game/ParagonMinions/Characters/Buff/Buff_Red/Materials/M_Red_Buff_LavaDrip.M_Red_Buff_LavaDrip","0","60","64","1","29.447056","0","0"
"/Game/ParagonMinions/Characters/Buff/Buff_Red/Materials/M_RedBuff.M_RedBuff","0","66","72","1","76.927505","66","72"
"/Game/ParagonMinions/Characters/Buff/Buff_Blue/Materials/M_Buff_Master.M_Buff_Master","0","77","81","1","100.194000","77","81"
"/Game/ParagonMinions/Characters/Buff/Buff_Black/Materials/M_Buff_Black_Creature_01.M_Buff_Black_Creature_01","0","89","95","1","135.363449","178","190"
"/Game/ParagonMinions/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","160","170","1","235.767593","160","170"
"/Game/ParagonMinions/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","21","21","1","13.422466","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/ParagonMinions/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","2","2","1","1.088150","0","0"
"/Game/Assets/Materials/Base/M_GridBase.M_GridBase","0","84","84","2","56.472855","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Metal.M_Metal","0","43","45","1","23.700195","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_WaterImpact_Cylinder.M_WaterImpact_Cylinder","0","144","148","2","84.239433","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_SubSurface.M_SubSurface","0","88","90","1","40.195381","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_WateDroplets_Simple.M_WateDroplets_Simple","0","240","240","2","151.400131","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_SplineTargetting_Opaq.M_SplineTargetting_Opaq","0","316","336","5","122.743652","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_SplineTargetting_Opaq_NoParticle.M_SplineTargetting_Opaq_NoParticle","0","136","144","2","45.546532","0","0"
"/Game/ParagonMinions/FX/Materials/Icons/M_Shield_Mesh.M_Shield_Mesh","0","68","72","2","29.638418","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_Recall_Wrap.M_Recall_Wrap","0","204","216","3","80.259872","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Recall_Torso.M_Recall_Torso","0","40","40","2","16.199396","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_LevelUp_Beam_Chromatic.M_LevelUp_Beam_Chromatic","0","240","240","2","144.870010","0","0"
"/Game/ParagonMinions/FX/Materials/Particle_Decals/M_Jungle_Fog_Particle_Decal.M_Jungle_Fog_Particle_Decal","0","72","72","2","93.815842","144","144"
"/Game/ParagonMinions/FX/Materials/VolumeFog/M_Fog_SphericalDensity.M_Fog_SphericalDensity","0","64","64","2","26.748344","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Electricity/M_Electric_GPU_SubUV.M_Electric_GPU_SubUV","0","90","96","2","36.865181","0","0"
"/Game/ParagonMinions/FX/Materials/Lens/M_LensEffect_Energy_Bottom.M_LensEffect_Energy_Bottom","0","48","48","2","18.291975","0","0"
"/Game/ParagonMinions/FX/Materials/Liquid/M_Lens_Oil.M_Lens_Oil","0","210","210","3","464.899658","0","0"
"/Game/ParagonMinions/FX/Materials/PlayerBuffs/M_CarriedBuff.M_CarriedBuff","0","128","136","2","145.915421","128","136"
"/Game/ParagonMinions/FX/Materials/Flares/M_LensFlareAdd.M_LensFlareAdd","0","48","48","2","20.334644","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_LensFlareMaster_ParticleColor.M_LensFlareMaster_ParticleColor","0","90","96","2","42.102432","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Photoscan_Master.M_Photoscan_Master","0","294","312","2","405.588806","588","624"
"/Game/ParagonMinions/FX/Materials/Flares/M_LensFlareMaster.M_LensFlareMaster","0","90","96","2","44.864143","0","0"
"/Game/ParagonMinions/FX/Materials/Trails/M_Burden_Projectile.M_Burden_Projectile","0","68","72","2","31.117512","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_SoftFlare_Prime.M_SoftFlare_Prime","0","72","72","3","32.001595","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/m_UltraFlare_Master.m_UltraFlare_Master","0","100","100","2","45.276611","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_CleanseFlare.M_CleanseFlare","0","80","80","2","36.692787","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_SpitInternalGlow_Core.M_SpitInternalGlow_Core","0","128","136","2","55.794159","0","0"
"/Game/ParagonMinions/FX/Materials/Debug/Proto_Master.Proto_Master","0","66","72","1","60.549061","66","72"
"/Game/ParagonMinions/FX/Materials/Camps_Specific/Buff_Red/M_Red_Buff_LavaDrip.M_Red_Buff_LavaDrip","0","60","64","1","29.035654","0","0"
"/Game/ParagonMinions/FX/Materials/Camps_Specific/Buff_Red/M_RedBuff.M_RedBuff","0","66","72","1","76.713158","66","72"
"/Game/ParagonMinions/FX/Materials/Icons/M_Targetting_Teleport.M_Targetting_Teleport","0","24","24","1","9.186147","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_VolumeTargeting.M_VolumeTargeting","0","40","40","1","15.795378","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Ult_TargetCylinder.M_Ult_TargetCylinder","0","40","40","1","16.221127","0","0"
"/Game/ParagonMinions/FX/Materials/HeatDistort/M_Weakness.M_Weakness","0","72","74","1","42.280212","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_RecallHaze.M_RecallHaze","0","20","20","1","8.223763","0","0"
"/Game/ParagonMinions/FX/Materials/Icons/RecallTriangles.RecallTriangles","0","24","24","1","10.296541","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_hardSpark_Alpha_Cheap.M_hardSpark_Alpha_Cheap","0","32","32","1","13.142589","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_hardSpark_Alpha.M_hardSpark_Alpha","0","32","32","1","13.512578","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Spark_VelocityLerp1.M_Spark_VelocityLerp1","0","24","24","1","10.734200","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_TravelModeLooping2.M_TravelModeLooping2","0","20","20","1","8.009231","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_SteelImpactRefraction.M_SteelImpactRefraction","0","128","128","1","69.976410","0","0"
"/Game/ParagonMinions/FX/Materials/Lens/M_TravelCameraRefraction.M_TravelCameraRefraction","0","40","40","1","12.546886","0","0"
"/Game/ParagonMinions/FX/Materials/Lens/M_TravelCameraLines.M_TravelCameraLines","0","32","32","1","11.750074","0","0"
"/Game/ParagonMinions/FX/Materials/Lens/M_Reticle_Timer.M_Reticle_Timer","0","60","64","1","24.982187","0","0"
"/Game/ParagonMinions/FX/Materials/Trails/M_TravelRibbon.M_TravelRibbon","0","32","32","1","13.254857","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Stunned.M_Stunned","0","50","50","1","18.802717","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_DotsStunned.M_DotsStunned","0","60","64","1","24.633307","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Lensflare_01.M_Lensflare_01","0","24","24","1","9.815527","0","0"
"/Game/ParagonMinions/FX/Materials/Trails/M_SpeedTrails.M_SpeedTrails","0","85","90","1","30.207407","0","0"
"/Game/ParagonMinions/FX/Materials/Debug/01_-_Default.01_-_Default","0","48","48","1","22.484766","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","138","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_Wisp_SplineThicken.M_Wisp_SplineThicken","0","30","32","1","13.359811","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_Slow_Spline_V03.M_Slow_Spline_V03","0","60","64","1","24.058342","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_Slow_Spline_V02.M_Slow_Spline_V02","0","60","64","1","24.415125","0","0"
"/Game/ParagonMinions/FX/Materials/Smoke/M_Inky_Smoke_Burst.M_Inky_Smoke_Burst","0","60","60","1","22.165318","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Torus_Glow.M_Torus_Glow","0","16","16","1","6.813685","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Shapes.M_Shapes","0","24","24","1","10.461486","0","0"
"/Game/ParagonMinions/FX/Materials/Trails/M_GengericSlow.M_GengericSlow","0","50","50","1","18.778868","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","60","64","1","26.486992","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Lensflare_TB_Soft.M_Lensflare_TB_Soft","0","24","24","1","10.473481","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_hardSpark_Alpha_GPU_Random.M_hardSpark_Alpha_GPU_Random","0","24","24","1","10.764484","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/m_ShieldImpact_ElectronFlare.m_ShieldImpact_ElectronFlare","0","24","24","1","10.374089","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Spark_VelocityLerp_WorldColor.M_Spark_VelocityLerp_WorldColor","0","60","64","1","27.023767","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_Projectile_Wind_Rush.M_Projectile_Wind_Rush","0","36","36","1","13.385077","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_GlowPoint_MASTER.M_GlowPoint_MASTER","0","45","48","1","20.159689","0","0"
"/Game/ParagonMinions/FX/Materials/Explosions/M_Explosion_Smoke_Spears.M_Explosion_Smoke_Spears","0","112","112","1","68.265984","0","0"
"/Game/ParagonMinions/FX/Materials/Icons/M_Visibility_Eye.M_Visibility_Eye","0","20","20","1","8.588847","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_DarkFlare_DistShrink.M_DarkFlare_DistShrink","0","45","48","1","20.430397","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Plasma/M_Wispy_Pulse_Dense.M_Wispy_Pulse_Dense","0","24","24","1","10.734250","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_Basic_Shockwave.M_Basic_Shockwave","0","16","16","1","6.609965","0","0"
"/Game/ParagonMinions/FX/Materials/Smoke/DirectionalLit/M_GPU_Smoke_SubUV_Ice.M_GPU_Smoke_SubUV_Ice","0","84","84","1","57.236725","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_RecallPlasmaBeam.M_RecallPlasmaBeam","0","32","32","1","14.167533","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_RecallBeam_Stretch_Up.M_RecallBeam_Stretch_Up","0","20","20","1","8.130327","0","0"
"/Game/ParagonMinions/FX/Materials/Environment/Motes/M_Snowflake_FlipRandom_GPU.M_Snowflake_FlipRandom_GPU","0","128","128","1","74.209267","0","0"
"/Game/ParagonMinions/FX/Materials/Environment/Dust/M_VenusFairyDust.M_VenusFairyDust","0","45","48","1","20.962204","0","0"
"/Game/ParagonMinions/FX/Meshes/Splines/M_Spline_Preview.M_Spline_Preview","0","137","142","1","59.435410","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_Energy_Ripple_Spline.M_Energy_Ripple_Spline","0","68","72","1","27.413677","0","0"
"/Game/ParagonMinions/FX/Materials/Misc/M_Spookyface_Spline.M_Spookyface_Spline","0","30","32","1","12.851822","0","0"
"/Game/ParagonMinions/FX/Materials/Shockwaves/M_RecallCylinder.M_RecallCylinder","0","68","72","1","26.505760","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Recall_GlowingDots.M_Recall_GlowingDots","0","45","48","1","17.093344","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Recall_GlowingDots_AnimYMask.M_Recall_GlowingDots_AnimYMask","0","45","48","1","18.754486","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Radial_Gradient_DepthFade.M_Radial_Gradient_DepthFade","0","32","32","1","13.200441","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Plasma/M_Plasma_v5_Flipbook.M_Plasma_v5_Flipbook","0","24","24","1","10.293486","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_CubeMask_Flare.M_CubeMask_Flare","0","24","24","1","22.959782","24","24"
"/Game/ParagonMinions/FX/Materials/Environment/Motes/M_Snowflake_FlipRandom_GPU_CloseCam_CheaperBlurred.M_Snowflake_FlipRandom_GPU_CloseCam_CheaperBlurred","0","120","120","1","70.484306","0","0"
"/Game/ParagonMinions/FX/Materials/Misc/M_Shadow_GhostGPU.M_Shadow_GhostGPU","0","30","30","1","12.964961","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Anime_Flare.M_Anime_Flare","0","60","64","1","29.461958","0","0"
"/Game/ParagonMinions/FX/Materials/Smoke/M_Inky_Smoke_Drift.M_Inky_Smoke_Drift","0","75","80","1","30.263939","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER1.M_Hotdog_Spark_VLerp_MASTER1","0","24","24","1","10.436633","0","0"
"/Game/ParagonMinions/FX/Materials/HeatDistort/M_ParticleRefraction_SoftEdge.M_ParticleRefraction_SoftEdge","0","40","40","1","15.602995","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Recall_OuterCircle_FX.M_Recall_OuterCircle_FX","0","48","48","1","18.027483","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Recall_Beam.M_Recall_Beam","0","112","112","1","70.768555","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_RecallBeam_Stretch.M_RecallBeam_Stretch","0","20","20","1","8.347085","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Plasma/M_Plasma_Keyhole_DepthFade.M_Plasma_Keyhole_DepthFade","0","24","24","1","10.349961","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_PortalStone_PlasmaBeam.M_PortalStone_PlasmaBeam","0","32","32","1","14.147210","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_PortalStone_Beam_Stretch.M_PortalStone_Beam_Stretch","0","20","20","1","8.250282","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_PortalStone_Beam.M_PortalStone_Beam","0","112","112","1","70.858704","0","0"
"/Game/ParagonMinions/FX/Materials/Lens/M_Camera_Speed_Burst.M_Camera_Speed_Burst","0","40","40","1","16.438848","0","0"
"/Game/ParagonMinions/FX/Materials/Trails/M_SmokeEnergy_SubUV.M_SmokeEnergy_SubUV","0","30","30","1","12.398485","0","0"
"/Game/ParagonMinions/FX/Materials/Environment/Dust/M_Poison_SubUV_Swirl.M_Poison_SubUV_Swirl","0","84","84","1","50.953827","0","0"
"/Game/ParagonMinions/FX/Materials/HeatDistort/M_ParticleRefraction_SimpleHeatDistortion.M_ParticleRefraction_SimpleHeatDistortion","0","40","40","1","15.792848","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Plasma/M_FA_radialEnergy2.M_FA_radialEnergy2","0","60","64","1","23.544149","0","0"
"/Game/ParagonMinions/FX/Materials/Environment/Dust/M_PoisonDust_SubUV.M_PoisonDust_SubUV","0","24","24","1","10.520507","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_MineralPoolWater_ShadowPlane_Mist.M_MineralPoolWater_ShadowPlane_Mist","0","98","104","1","99.735519","98","104"
"/Game/ParagonMinions/Characters/Minions/Down_Minions/Materials/Ranged/M_Minion_Ranged.M_Minion_Ranged","0","130","142","1","127.864883","130","142"
"/Game/ParagonMinions/FX/Materials/Water/M_Footfall_Ripple.M_Footfall_Ripple","0","40","40","1","15.883291","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_Lens_FX_Water_Droplets.M_Lens_FX_Water_Droplets","0","30","30","1","12.302550","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_PhaseLightBend2.M_PhaseLightBend2","0","68","72","1","27.611681","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Soft_Spark_Glow.M_Soft_Spark_Glow","0","32","32","1","13.421681","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/M_Prime_Chroma_Energy.M_Prime_Chroma_Energy","0","48","48","1","19.894911","0","0"
"/Game/ParagonMinions/FX/Materials/Smoke/M_ThickSmoke_MASTER.M_ThickSmoke_MASTER","0","84","84","1","53.745914","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Shield_Lightbeams4.M_Shield_Lightbeams4","0","34","36","1","13.495592","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_SplineTargetting.M_SplineTargetting","0","17","18","1","6.631075","0","0"
"/Game/ParagonMinions/FX/Materials/Spline/M_Orbit_Spline_Thicken.M_Orbit_Spline_Thicken","0","34","36","1","13.276971","0","0"
