"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Assets/Materials/M_ParticleBase.M_ParticleBase","0","0","24","1","0.000000","0","0"
"/Game/Assets/Materials/M_EmissiveBase.M_EmissiveBase","0","0","12","1","0.000000","0","0"
"/Game/Assets/Materials/M_TextureBase.M_TextureBase","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette.M_BaseColorPalette","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_AlphaTest.M_AlphaTest","0","0","48","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette_EMS.M_BaseColorPalette_EMS","0","0","45","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","0","96","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_LiquidSplash_SubUV.M_LiquidSplash_SubUV","0","0","150","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Smoke/M_Prime_ShadowSmoke.M_Prime_ShadowSmoke","0","0","48","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Sparks/M_Hotdog_VLerp_DirectionTint.M_Hotdog_VLerp_DirectionTint","0","0","48","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_ArrowFlare.M_ArrowFlare","0","0","24","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Tomahawk_Glow.M_Tomahawk_Glow","0","0","30","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/Plasma/M_TotemBombSwirls.M_TotemBombSwirls","0","0","128","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Energy/M_Energy_Sphere_V02.M_Energy_Sphere_V02","0","0","32","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Icons/M_Val17_Heart_Gloss.M_Val17_Heart_Gloss","0","0","68","1","0.000000","0","0"
"/Game/sA_PickupSet_1/Materials/M_Master_Fresnel.M_Master_Fresnel","0","0","24","1","0.000000","0","0"
"/Game/ParagonMinions/Characters/Buff/Buff_Green/Materials/M_Green_Buff_LavaDrip.M_Green_Buff_LavaDrip","0","0","32","1","0.000000","0","32"
"/Game/ParagonMinions/Characters/Buff/Buff_Green/Materials/M_GreenBuff.M_GreenBuff","0","0","72","1","0.000000","0","72"
"/Game/ParagonMinions/FX/Materials/Icons/M_Destination_Marker.M_Destination_Marker","0","0","72","2","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Flares/M_Lensflare_TB_SoftGlow.M_Lensflare_TB_SoftGlow","0","0","24","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Water/M_LiquidSplash_SubUV_Lava.M_LiquidSplash_SubUV_Lava","0","0","50","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/HeatDistort/M_ParticleRefraction_SimpleHeatDistortion_AlphaControl_Fresnel.M_ParticleRefraction_SimpleHeatDistortion_AlphaControl_Fresnel","0","0","40","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Buff_Red_DebrisChunks_FakeLit.M_Buff_Red_DebrisChunks_FakeLit","0","0","84","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Buff_Red_SmashImpact.M_Buff_Red_SmashImpact","0","0","32","1","0.000000","0","0"
"/Game/ParagonMinions/FX/Materials/Debris/M_Buff_Red_Rock.M_Buff_Red_Rock","0","0","24","1","0.000000","0","0"
